empresa,arquivo_origem,nomes_planos,caminho_completo
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A,Plano_Remuneracao_11.pdf,[],./INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A/Plano_Remuneracao_11.pdf
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO MEDIANTE OUTORGA DE OPÇÕES DE COMPRA DE AÇÕES"", ""Plano de Opção de Compra de Ações"", ""Plano de Incentivo de Longo Prazo Mediante Outorga de Opções de Compra de Ações""]",./INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A/Plano_Remuneracao_2.pdf
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A,Plano_Remuneracao_4.pdf,"[""PLANO DE OUTORGA DE AÇÕES O presente Plano de Outorga de Ações é regido pelas disposições abaixo e pela legislação aplicável""]",./INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A/Plano_Remuneracao_4.pdf
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A,Plano_Remuneracao_5.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DE 2021 1"", ""Plano de Opção de Compra de Ações da International Meal Company Alimentação S""]",./INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A/Plano_Remuneracao_5.pdf
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A,Plano_Remuneracao_7.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S"", ""Plano de Opção de Compra de Ações da INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S""]",./INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A/Plano_Remuneracao_7.pdf
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A,Plano_Remuneracao_8.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S"", ""Plano de Opção de Compra de Ações da INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S""]",./INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A/Plano_Remuneracao_8.pdf
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A,Plano_Remuneracao_9.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S"", ""Plano de Opção de Compra de Ações da INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S""]",./INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A/Plano_Remuneracao_9.pdf
INTERPLAYERS SOLUÇÕES INTEGRADAS S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS DA INTERPLAYERS"", ""PLANO DE OUTORGA DE AÇÕES RESTRITAS O presente Plano de Outorga de Ações Restritas é regido pelas disposições abaixo e pela legislação aplicável""]",./INTERPLAYERS SOLUÇÕES INTEGRADAS S.A/Plano_Remuneracao_1.pdf
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária no último exercício social e não há previsão de adoção para o exercício social corrente"", ""Plano de remuneração baseado em ações"", ""plano de remuneração baseado em ações""]",./INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR/Item_8-4_FRE.pdf
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,Plano_Remuneracao_1.pdf,"[""Plano de Incentivo de Longo Prazo Invepar O presente Programa de Incentivo de Longo Prazo"", ""Plano de Incentivo não tem natureza de um plano de opção de compra de ações nos termos do art"", ""plano de ações restritas nos termos praticados pelo mercado e""]",./INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR/Plano_Remuneracao_1.pdf
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,Plano_Remuneracao_2.pdf,"[""Plano de Incentivo de Longo Prazo Invepar O presente Plano de Incentivo de Longo Prazo"", ""Plano de Incentivo não tem natureza de um plano de opção de compra de ações nos termos do art"", ""plano de ações restritas nos termos praticados pelo mercado e"", ""Plano de Incentivo de Longo Prazo O presente Plano de Incentivo de Longo Prazo tem por objetivo a concessão de opções a determinado grupo de executivos"", ""Plano de Incentivo de Longo Prazo 2""]",./INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR/Plano_Remuneracao_2.pdf
IOCHPE MAXION S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações"", ""plano de remuneração baseado em ações (Plano de Incentivo de Longo Prazo"", ""Plano de Incentivo de Longo Prazo (“Plano ILP""]",./IOCHPE MAXION S.A/Item_8-4_FRE.pdf
IOCHPE MAXION S.A,Plano_Remuneracao_1.pdf,[],./IOCHPE MAXION S.A/Plano_Remuneracao_1.pdf
IOCHPE MAXION S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO DA IOCHPE-MAXION S"", ""Plano de Incentivo de Longo Prazo instituído de acordo com deliberação do Conselho de Administração da Iochpe-Maxion S""]",./IOCHPE MAXION S.A/Plano_Remuneracao_2.pdf
IOCHPE MAXION S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO DA IOCHPE MAXION S"", ""Plano de Incentivo de Longo Prazo"", ""Plano de Incentivo de Longo Prazo da Iochpe Maxion S""]",./IOCHPE MAXION S.A/Plano_Remuneracao_3.pdf
IRANI PAPEL E EMBALAGEM S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações Não há plano de remuneração baseado em ações para o Conselho de Administração e para a Diretoria Estatutária em vigor no exercício social encerrado em 31 de dezembro de 2024"", ""plano de remuneração baseado em ações"", ""plano de remuneração baseado em ações Não há plano de remuneração baseado em ações""]",./IRANI PAPEL E EMBALAGEM S.A/Item_8-4_FRE.pdf
IRANI PAPEL E EMBALAGEM S.A,Plano_Remuneracao_1.pdf,[],./IRANI PAPEL E EMBALAGEM S.A/Plano_Remuneracao_1.pdf
IRANI PAPEL E EMBALAGEM S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OUTORGA DE UNIDADES TEÓRICAS DE AÇÕES RESTRITAS DA CELULOSE IRANI S"", ""PLANO DE OUTORGA DE UNIDADES TEÓRICAS DE AÇÕES RESTRITAS Aprovado em Assembleia Geral Extraordinária realizada em 18 de novembro de 2016""]",./IRANI PAPEL E EMBALAGEM S.A/Plano_Remuneracao_2.pdf
IRB - BRASIL RESSEGUROS S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseada em ações""]",./IRB - BRASIL RESSEGUROS S.A/Item_8-4_FRE.pdf
IRB - BRASIL RESSEGUROS S.A,Plano_Remuneracao_1.pdf,[],./IRB - BRASIL RESSEGUROS S.A/Plano_Remuneracao_1.pdf
ITAU UNIBANCO HOLDING S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações""]",./ITAU UNIBANCO HOLDING S.A/Item_8-4_FRE.pdf
ITAU UNIBANCO HOLDING S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE AÇÕES APROVADO PELA ASSEMBLEIA GERAL EXTRAORDINÁRIA DO ITAÚ UNIBANCO HOLDING S"", ""Plano de Outorga de Ações (“Plano""]",./ITAU UNIBANCO HOLDING S.A/Plano_Remuneracao_1.pdf
ITAU UNIBANCO HOLDING S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OUTORGA DE AÇÕES DA COMPANHIA APROVADO PELA ASSEMBLEIA GERAL EXTRAORDINÁRIA DO ITAÚ UNIBANCO HOLDING S"", ""PLANO DE OUTORGA DE AÇÕES 1"", ""Plano de Outorga de Ações (“Plano""]",./ITAU UNIBANCO HOLDING S.A/Plano_Remuneracao_2.pdf
ITAU UNIBANCO HOLDING S.A,Plano_Remuneracao_5.pdf,"[""PLANO DE OUTORGA DE AÇÕES DA COMPANHIA APROVADO PELA ASSEMBLEIA GERAL EXTRAORDINÁRIA DO ITAÚ UNIBANCO HOLDING S"", ""PLANO DE OUTORGA DE AÇÕES 1"", ""Plano de Outorga de Ações (“Plano""]",./ITAU UNIBANCO HOLDING S.A/Plano_Remuneracao_5.pdf
JALLES MACHADO S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações""]",./JALLES MACHADO S.A/Item_8-4_FRE.pdf
JALLES MACHADO S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO DA JALLES MACHADO S"", ""Plano de Incentivo de Longo Prazo da Jalles Machado S""]",./JALLES MACHADO S.A/Plano_Remuneracao_1.pdf
JHSF PARTICIPACOES S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração eda diretoria estatutária"", ""Plano de Opção de Compra de Ações da Companhia"", ""Plano de Opção de Compra de Ações"", ""plano de remuneração baseado em ações""]",./JHSF PARTICIPACOES S.A/Item_8-4_FRE.pdf
JHSF PARTICIPACOES S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES APROVADO PELA ASSEMBLEIA GERAL EXTRAORDINÁRIA REALIZADA EM 08 DE SETEMBRO DE 2021 1"", ""plano de opção de compra de ações da JHSF Participações S""]",./JHSF PARTICIPACOES S.A/Plano_Remuneracao_1.pdf
JHSF PARTICIPACOES S.A,Plano_Remuneracao_2.pdf,"[""Plano de Opção de Compra de Ações""]",./JHSF PARTICIPACOES S.A/Plano_Remuneracao_2.pdf
JSL S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações"", ""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Opção A Assembleia Geral de Acionistas da Companhia aprovou"", ""Plano de Opção de Compra de Ações de emissão da Companhia que estabelece os termos e condições gerais para a outorga de opções de compra de ações ordinárias de emissão da Compan"", ""plano de remuneração baseado em ações""]",./JSL S.A/Item_8-4_FRE.pdf
JSL S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE AÇÕES RESTRITAS E MATCHING DA JSL S"", ""Plano de Ações Restritas e Matching (“Plano""]",./JSL S.A/Plano_Remuneracao_1.pdf
JSL S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA JSL S"", ""Plano de Opção de compra de ações da JSL S""]",./JSL S.A/Plano_Remuneracao_2.pdf
JSL S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE AÇÕES RESTRITAS E MATCHING DA JSL S"", ""Plano de Ações Restritas e Matching (“Plano""]",./JSL S.A/Plano_Remuneracao_3.pdf
KALUNGA S.A,Item_8-4_FRE.pdf,"[""Plano de Remuneração baseado em Ações Em 3 de dezembro de 2020"", ""Plano de Outorga de Ações Restritas da Companhia (“Plano de Ações Restritas"", ""Plano de Outorga de Ações Restritas da Companhia a"", ""Plano de Ações Restritas para um grupo de executivos elegíveis pelo Conselho de Administração"", ""Plano de Ações Restritas"", ""Plano de Ações Restritas e criará"", ""Plano de Remuneração baseado em Ações""]",./KALUNGA S.A/Item_8-4_FRE.pdf
KALUNGA S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS DA KALUNGA S"", ""Plano de Outorga de Ações Restritas é regido pelas disposições abaixo e pela legislação aplicável""]",./KALUNGA S.A/Plano_Remuneracao_1.pdf
KEPLER WEBER S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações"", ""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Ações e anualmente em cada nova outorga aprova o executivo como participante do programa e as ações restritas de emissão da Companhia"", ""Plano de Ações e em cada Programa"", ""plano de remuneração baseado em ações""]",./KEPLER WEBER S.A/Item_8-4_FRE.pdf
KEPLER WEBER S.A,Plano_Remuneracao_1.pdf,"[""Plano de Outorga de Ações Restritas (“Plano de Ações""]",./KEPLER WEBER S.A/Plano_Remuneracao_1.pdf
LG INFORMÁTICA S.A,Plano_Remuneracao_1.pdf,"[""Plano de Outorga de Opções de Compra de Ações da LG Informática S"", ""plano de outorga de opções de compra de ações (“Plano""]",./LG INFORMÁTICA S.A/Plano_Remuneracao_1.pdf
LIGHT S.A,Plano_Remuneracao_1.pdf,[],./LIGHT S.A/Plano_Remuneracao_1.pdf
LIGHT S.A,Plano_Remuneracao_2.pdf,"[""Plano de Incentivo de Longo Prazo Baseado em Ações (“Plano"", ""Plano de Incentivo de Longo Prazo Baseado em Ações""]",./LIGHT S.A/Plano_Remuneracao_2.pdf
LIGHT S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA LIGHT S"", ""PLANO DE OPÇÃO DE COMPRA DE AÇÕES O presente Plano de Opção de Compra de Ações é regido pelas disposições abaixo e pela legislação aplicável""]",./LIGHT S.A/Plano_Remuneracao_3.pdf
LINX S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA LINX S"", ""Plano de Opção de Compra Ações da LINX S""]",./LINX S.A/Plano_Remuneracao_1.pdf
LINX S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE AÇÕES DIFERIDAS DA LINX S"", ""Plano de Ações Diferidas da LINX S""]",./LINX S.A/Plano_Remuneracao_2.pdf
LINX S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA LINX S"", ""Plano de Opção de Compra Ações da LINX S""]",./LINX S.A/Plano_Remuneracao_3.pdf
LIVETECH DA BAHIA INDUSTRIA E COMERCIO S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S"", ""Plano de Opção de Compra de Ações da Livetech da Bahia Indústria e Comércio S""]",./LIVETECH DA BAHIA INDUSTRIA E COMERCIO S.A/Plano_Remuneracao_1.pdf
LOCAMÉRICA RENT-A-CAR S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES (aprovado na Assembleia Geral Extraordinária da Unidas S"", ""Plano de Opção de Compra de Ações (“Plano""]",./LOCAMÉRICA RENT-A-CAR S.A/Plano_Remuneracao_1.pdf
LOG COMMERCIAL PROPERTIES,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE OPÇÕES DE COMPRA DA AÇÕES E INCENTIVOS ATRELADOS A AÇÕES LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S"", ""Plano de Outorga de Opções de Compra de Ações""]",./LOG COMMERCIAL PROPERTIES/Plano_Remuneracao_1.pdf
LOG COMMERCIAL PROPERTIES,Plano_Remuneracao_2.pdf,"[""Plano de Outorga de Opção de Compra de Ações 1""]",./LOG COMMERCIAL PROPERTIES/Plano_Remuneracao_2.pdf
LOG-IN LOGISTICA INTERMODAL S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Incentivo de Longo Prazo"", ""Plano de Incentivo de Longo Prazo foi aprovado em Assembleia Geral Extraordinária realizada 27 de julho de 2021"", ""Plano de Incentivo de Longo Prazo autoriza a outorga neste Programa 906"", ""Plano de Incentivo de Longo Prazo será feita aos Beneficiários sem contrapartida financeira para a Companhia e será formalizada mediante a celebração de contrato de outorga de opções de compra entre a Companhia e o Beneficiário"", ""plano de remuneração baseado em ações""]",./LOG-IN LOGISTICA INTERMODAL S.A/Item_8-4_FRE.pdf
LOG-IN LOGISTICA INTERMODAL S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO DA LOG-IN LOGÍSTICA INTERMODAL S"", ""plano de incentivo de longo prazo (“Plano""]",./LOG-IN LOGISTICA INTERMODAL S.A/Plano_Remuneracao_1.pdf
LOG-IN LOGISTICA INTERMODAL S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA LOG-IN"", ""plano de opção de compra de ações (\""Plano\"") é estabelecer as diretrizes para a outorga de opções de compra de ações""]",./LOG-IN LOGISTICA INTERMODAL S.A/Plano_Remuneracao_2.pdf
LOJAS AMERICANAS S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVO COM AÇÕES RESTRITAS LOJAS AMERICANAS S"", ""Plano de Ações Restritas 1"", ""Plano de Incentivo com Ações Restritas da LOJAS AMERICANAS S"", ""Plano de Ações Restritas"", ""Plano de Ações Restritas (“Ações Restritas"", ""Plano de Ações Restritas os administradores"", ""Plano de Ações Restritas 3"", ""Plano de Opção de Compra de Ações aprovado em 30 de abril de 2012 (“Plano de Opções"", ""Plano de Ações Restritas e o Plano de Opções estarão limitados""]",./LOJAS AMERICANAS S.A/Plano_Remuneracao_1.pdf
LOJAS QUERO-QUERO S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES O presente Plano de Opção de Compra de Ações da Lojas Quero-Quero S""]",./LOJAS QUERO-QUERO S.A/Plano_Remuneracao_1.pdf
LOJAS QUERO-QUERO S.A,Plano_Remuneracao_2.pdf,[],./LOJAS QUERO-QUERO S.A/Plano_Remuneracao_2.pdf
LOJAS RENNER S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações""]",./LOJAS RENNER S.A/Item_8-4_FRE.pdf
LOJAS RENNER S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DE LOJAS RENNER S"", ""Plano de Opção de Compra de Ações (o “Plano""]",./LOJAS RENNER S.A/Plano_Remuneracao_1.pdf
LPS BRASIL - CONSULTORIA DE IMOVEIS S.A,Item_8-4_FRE.pdf,"[""plano de opção de compra de ações"", ""Plano de Opção de Compra de Ações (“Comitê""]",./LPS BRASIL - CONSULTORIA DE IMOVEIS S.A/Item_8-4_FRE.pdf
LPS BRASIL - CONSULTORIA DE IMOVEIS S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES 1"", ""Plano de Opção de Compra de Ações (“Plano"", ""Plano de Opção de Compra de Ações (“Comitê""]",./LPS BRASIL - CONSULTORIA DE IMOVEIS S.A/Plano_Remuneracao_1.pdf
LUPATECH S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Incentivo de Longo Prazo contemplam a remuneração com ações"", ""Plano de Outorga de Opção de Compra de Ações de 2017 (“Plano 2017"", ""Plano de Outorga de Opção de Compra de Ações de 2020 (“Plano 2020"", ""Plano de Outorga de Opção de Compra de Ações de 2023 (“Plano 2023"", ""Plano de Outorga de Opção de Compra de Ações de 2024 (“Plano 2024"", ""plano de remuneração baseado em ações""]",./LUPATECH S.A/Item_8-4_FRE.pdf
LUPATECH S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE OPÇÃO DE COMPRA DE AÇÕES Esta proposta de plano de outorga de opção de compra de ações (“Plano Incentivado Baseado em Ações 2020"", ""Plano Incentivado Baseado em Ações""]",./LUPATECH S.A/Plano_Remuneracao_1.pdf
LWSA S.A,Item_8-4_FRE.pdf,"[""Plano de Opção de Compra de Ações da Companhia encontra-se extinto"", ""Plano de Opção de Compra de Ações da Companhia foi aprovado e aditado em Assembleias Gerais Extraordinárias realizadas em 1º de julho de 2009"", ""Plano de Opção é de cinco anos"", ""Plano de Opção não afeta a eficácia das opções ainda em vigor outorgadas com base nele"", ""Plano de Opção de Compra de Ações da Companhia foi aprovado em Assembleia Geral Extraordinária realizada em 25 de setembro de 2012"", ""Plano de Opção é de cinco anos contados a partir da sua aprovação"", ""Plano de Opção de Compra de Ações da Companhia foi aprovado em Assembleia Geral Extraordinária realizada em 02 de janeiro de 2013"", ""Plano de Opção é até 31 de dezembro de 2018""]",./LWSA S.A/Item_8-4_FRE.pdf
LWSA S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS (COM OU SEM PERFORMANCE) DA COMPANHIA O presente Terceiro Plano de Outorga de Ações Restritas (Com ou Sem Performance) da LWSA S""]",./LWSA S.A/Plano_Remuneracao_1.pdf
LWSA S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA COMPANHIA O presente 18º (Décimo Oitavo) Plano de Opção de Compra de Ações da Locaweb Serviços de Internet S""]",./LWSA S.A/Plano_Remuneracao_2.pdf
LWSA S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS (COM OU SEM PERFORMANCE) DA COMPANHIA O presente Segundo Plano de Outorga de Ações Restritas (Com ou Sem Performance) da Locaweb Serviços de Internet S""]",./LWSA S.A/Plano_Remuneracao_3.pdf
LWSA S.A,Plano_Remuneracao_5.pdf,[],./LWSA S.A/Plano_Remuneracao_5.pdf
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações"", ""planos de remuneração baseado em ações""]",./M.DIAS BRANCO S.A. IND COM DE ALIMENTOS/Item_8-4_FRE.pdf
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,Plano_Remuneracao_2.pdf,"[""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES PROGRAMA DE INCENTIVOS DE LONGO PRAZO"", ""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES""]",./M.DIAS BRANCO S.A. IND COM DE ALIMENTOS/Plano_Remuneracao_2.pdf
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,Plano_Remuneracao_3.pdf,"[""PLANO DE REMUNERAÇÃO CONSOLIDADO 1""]",./M.DIAS BRANCO S.A. IND COM DE ALIMENTOS/Plano_Remuneracao_3.pdf
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,Plano_Remuneracao_4.pdf,"[""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES PROGRAMA DE INCENTIVOS DE LONGO PRAZO"", ""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES""]",./M.DIAS BRANCO S.A. IND COM DE ALIMENTOS/Plano_Remuneracao_4.pdf
MADERO INDUSTRIA E COMERCIO S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES 15 de outubro de 2019 O presente Plano de Opção de Compra de Ações (“Plano""]",./MADERO INDUSTRIA E COMERCIO S.A/Plano_Remuneracao_1.pdf
MAGAZINE LUIZA S.A,Item_8-4_FRE.pdf,"[""Plano de Opção de Compra de Ações da Companhia (“Plano 2011""]",./MAGAZINE LUIZA S.A/Item_8-4_FRE.pdf
MAGAZINE LUIZA S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVO ATRELADO A AÇÕES Este Plano de Incentivo Atrelado a Ações (“Plano"", ""Plano de Incentivo Atrelado a Ações""]",./MAGAZINE LUIZA S.A/Plano_Remuneracao_1.pdf
MARCOPOLO S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações da Diretoria estatutária"", ""Plano de Incentivo de Longo Prazo com Ações Restritas por Performance"", ""Plano de Outorga de Opção de Compra ou Subscrição de Ações da Companhia (Plano de Opções"", ""Plano de remuneração baseado em ações""]",./MARCOPOLO S.A/Item_8-4_FRE.pdf
MARCOPOLO S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO COM AÇÕES RESTRITAS"", ""Plano de Incentivo de Longo Prazo com Ações Restritas""]",./MARCOPOLO S.A/Plano_Remuneracao_1.pdf
MARISA LOJAS S.A,Item_8-4_FRE.pdf,"[""Plano de Outorga de Opções de Compra de Ações (“Plano de Opções de 2016"", ""Plano de Ações Restritas Em Assembleia Geral Extraordinária realizada em 02 de dezembro de 2016"", ""Plano de Incentivo de Longo Prazo com Ações Restritas (“Plano de Ações Restritas""]",./MARISA LOJAS S.A/Item_8-4_FRE.pdf
MARISA LOJAS S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE AÇÕES DA MARISA LOJAS S"", ""PLANO DE OUTORGA DE AÇÕES O presente Plano de Outorga de Ações é regido pelas disposições abaixo e pela legislação aplicável""]",./MARISA LOJAS S.A/Plano_Remuneracao_1.pdf
MARISA LOJAS S.A,Plano_Remuneracao_2.pdf,[],./MARISA LOJAS S.A/Plano_Remuneracao_2.pdf
MARISA LOJAS S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO COM AÇÕES RESTRITAS LOJAS MARISA S"", ""Plano de Incentivo de Longo Prazo com Ações Restritas é regido pelas disposições abaixo""]",./MARISA LOJAS S.A/Plano_Remuneracao_3.pdf
MARISA LOJAS S.A,Plano_Remuneracao_4.pdf,"[""PLANO DE OUTORGA DE OPÇÕES DE COMPRA DE AÇÕES O presente Plano de Outorga de Opções de Compra de Ações é regido pelas disposições abaixo e pela legislação aplicável""]",./MARISA LOJAS S.A/Plano_Remuneracao_4.pdf
MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de opção de compra de ações da Companhia (“Plano"", ""plano de remuneração baseado em ações""]",./MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A/Item_8-4_FRE.pdf
MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A,Plano_Remuneracao_1.pdf,[],./MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A/Plano_Remuneracao_1.pdf
MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA MELNICK DESENVOLVIMENTO IMOBILIÁRIO S"", ""Plano de Opção de Compra de Ações (“Plano""]",./MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A/Plano_Remuneracao_2.pdf
MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A,Plano_Remuneracao_3.pdf,"[""Plano de Remuneração Variável da Companhia aprovado pelo Conselho de Administração em 18 de março de 2016"", ""Plano de Opção de Compra de Ações da Companhia aprovado na Assembleia Geral Extraordinária realizada em 13 de fevereiro de 2007"", ""Plano de Incentivo Atrelado a Ações da Companhia aprovado na Assembleia Geral Extraordinária realizada em segunda convocação no dia 13 de maio de 2020 (“Plano de Matching""]",./MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A/Plano_Remuneracao_3.pdf
"MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A",Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações I"", ""Plano de remuneração baseado em ações""]","./MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A/Item_8-4_FRE.pdf"
